itemID,item,type,category,choices,complexity_category,definition,gloss,uni_lemma
item_814,COMPDESA,complexity,NA,4; 3; 2; 1; 0,NA,NA,NA,NA
item_815,COMPPOS3,complexity,NA,2; 1; 0,NA,NA,NA,NA
item_816,COMPFUT,complexity,NA,2; 1; 0,NA,NA,NA,NA
item_817,COMPCANT,complexity,NA,4; 3; 2; 1; 0,NA,NA,NA,NA
item_818,COMPHELP,complexity,NA,5; 4; 3; 2; 1; 0,NA,NA,NA,NA
item_819,COMPPOS2,complexity,NA,3; 2; 1; 0,NA,NA,NA,NA
item_820,COMPDES2,complexity,NA,3; 2; 1; 0,NA,NA,NA,NA
item_821,COMPREP,complexity,NA,2; 1; 0,NA,NA,NA,NA
item_822,COMPPASO,complexity,NA,4; 3; 2; 1; 0,NA,NA,NA,NA
item_823,COMPNOW2,complexity,NA,2; 1; 0,NA,NA,NA,NA
item_824,COMPNDES,complexity,NA,3; 2; 1; 0,NA,NA,NA,NA
item_825,COMPPASL,complexity,NA,3; 2; 1; 0,NA,NA,NA,NA
item_826,COMPREP2,complexity,NA,2; 1; 0,NA,NA,NA,NA
item_827,COMPNDEO,complexity,NA,3; 2; 1; 0,NA,NA,NA,NA
item_828,COMPNDE2,complexity,NA,2; 1; 0,NA,NA,NA,NA
item_829,COMPREP3,complexity,NA,3; 2; 1; 0,NA,NA,NA,NA
item_830,COMPNOW,complexity,NA,3; 2; 1; 0,NA,NA,NA,NA
item_831,COMPQUE2,complexity,NA,4; 3; 2; 1; 0,NA,NA,NA,NA
item_832,COMPCLAS,complexity,NA,2; 1; 0,NA,NA,NA,NA
item_833,COMPCLA2,complexity,NA,2; 1; 0,NA,NA,NA,NA
item_834,COMPPASG,complexity,NA,2; 1; 0,NA,NA,NA,NA
item_835,COMPCAN2,complexity,NA,5; 4; 3; 2; 1; 0,NA,NA,NA,NA
item_836,COMPQUES,complexity,NA,3; 2; 1; 0,NA,NA,NA,NA
