itemID,item,type,category,choices,definition,complexity_category,gloss,uni_lemma
item_30,NA,word,sounds,understands; produces,אוי,NA,Oh,ouch
item_427,NA,word,descriptive_words,understands; produces,נקי,NA,clean (description),clean (description)
item_428,NA,word,descriptive_words,understands; produces,עייף,NA,tired,tired
item_429,NA,word,descriptive_words,understands; produces,צמא,NA,thirsty,thirsty
item_430,NA,word,descriptive_words,understands; produces,קטן,NA,small,little (description)
item_431,NA,word,descriptive_words,understands; produces,קצר,NA,short,short
item_432,NA,word,descriptive_words,understands; produces,קר,NA,cold,cold
item_433,NA,word,descriptive_words,understands; produces,רע,NA,bad,bad
item_434,NA,word,descriptive_words,understands; produces,רעב,NA,hungry,hungry
item_435,NA,word,descriptive_words,understands; produces,שבור,NA,broken,broken
item_436,NA,word,descriptive_words,understands; produces,שובב,NA,naughty,naughty
item_437,NA,word,descriptive_words,understands; produces,שמח,NA,happy,happy
item_438,NA,word,descriptive_words,understands; produces,שמן,NA,fat,fat
item_439,NA,word,pronouns,understands; produces,אותי,NA,me,1SG
item_440,NA,word,pronouns,understands; produces,אני,NA,I,1SG
item_441,NA,word,pronouns,understands; produces,אתה,NA,You,2SG
item_442,NA,word,pronouns,understands; produces,הוא,NA,Is,3SG
item_443,NA,word,pronouns,understands; produces,הינה,NA,Is,here
item_444,NA,word,pronouns,understands; produces,זה,NA,this,this
item_445,NA,word,pronouns,understands; produces,שלי,NA,mine,1SG.POSS
item_446,NA,word,pronouns,understands; produces,שלך,NA,yours,2SG.POSS
item_447,NA,word,question_words,understands; produces,איך,NA,how,how
item_448,NA,word,question_words,understands; produces,איפה,NA,where,where (question)
item_449,NA,word,question_words,understands; produces,כמה,NA,how much,how much
item_450,NA,word,question_words,understands; produces,למה,NA,why,why
item_451,NA,word,question_words,understands; produces,מה,NA,what,what
item_452,NA,word,question_words,understands; produces,מה זה,NA,what is this,NA
item_453,NA,word,question_words,understands; produces,מי,NA,who,who
item_454,NA,word,question_words,understands; produces,מי זה,NA,who is this,NA
item_455,NA,word,question_words,understands; produces,מתי,NA,when,when (question)
item_456,NA,word,locations,understands; produces,בין,NA,between,between
item_457,NA,word,locations,understands; produces,בפנים,NA,Inside,inside
item_458,NA,word,locations,understands; produces,למטה,NA,down,down
item_459,NA,word,locations,understands; produces,למעלה,NA,up,up
item_460,NA,word,locations,understands; produces,מאחורי,NA,behind,behind
item_461,NA,word,locations,understands; produces,מתחת,NA,under,under
item_462,NA,word,locations,understands; produces,על,NA,on \ about,on
item_463,NA,word,locations,understands; produces,רחוק,NA,far,far
item_464,NA,word,locations,understands; produces,שם,NA,there,there
item_465,NA,word,quantifiers,understands; produces,אף אחד,NA,no one,no one
item_466,NA,word,quantifiers,understands; produces,גם,NA,also \ both,also
item_467,NA,word,quantifiers,understands; produces,המון,NA,a lot,a lot
item_468,NA,word,quantifiers,understands; produces,הרבה,NA,many,many
item_469,NA,word,quantifiers,understands; produces,כולם,NA,Everyone,everyone
item_470,NA,word,quantifiers,understands; produces,כלום,NA,nothing,nothing
item_471,NA,word,quantifiers,understands; produces,מעט,NA,Slightly,a little
item_472,NA,word,quantifiers,understands; produces,עוד,NA,More,more
item_1,NA,first_signs,NA,yes; no,מגיב שקוראים בשמו לדוגמא מפנה מבט לעבר מקור הקול,NA,NA,NA
item_2,NA,first_signs,NA,yes; no,מגיב לאסור לא נו נו נו למשל על ידי הפסקת הפעולה שעושה אפילו לרגע,NA,NA,NA
item_3,NA,first_signs,NA,yes; no,מחפש את אימא או את אבא כאשר שומע הנה אימא או הנה אבא,NA,NA,NA
item_4,NA,phrases,NA,understands,לא לזוז,NA,Do not move,NA
item_5,NA,phrases,NA,understands,לא לגעת,NA,Do not Touch,NA
item_6,NA,phrases,NA,understands,אל תעשה,NA,Do,NA
item_7,NA,phrases,NA,understands,אבא בבית,NA,Dad at home,NA
item_8,NA,phrases,NA,understands,אתה עייף,NA,You are tired,NA
item_9,NA,phrases,NA,understands,אתה רעב,NA,Are you hungry,NA
item_10,NA,phrases,NA,understands,בוא אלי,NA,Come to me,NA
item_12,NA,phrases,NA,understands,הולכים לישון,NA,Go to sleep,NA
item_13,NA,phrases,NA,understands,זרוק כדור,NA,Ball Drop,NA
item_14,NA,phrases,NA,understands,להחליף חיתול,NA,Change a diaper,NA
item_15,NA,phrases,NA,understands,תביא לי,NA,Gimme,NA
item_17,NA,phrases,NA,understands,ידיים על הראש,NA,Hands on your head,NA
item_18,NA,phrases,NA,understands,קום,NA,Establishment,NA
item_19,NA,phrases,NA,understands,רוצה לטייל,NA,Want to go,NA
item_20,NA,phrases,NA,understands,רוצה עוד,NA,Want more,NA
item_21,NA,phrases,NA,understands,שב,NA,In,NA
item_23,NA,phrases,NA,understands,תוציא מהפה,NA,Remove from the mouth,NA
item_24,NA,phrases,NA,understands,תיזהר,NA,Watch out,NA
item_26,NA,phrases,NA,understands,חבק אותי,NA,Hug me,NA
item_27,NA,phrases,NA,understands,תן נשיקה,NA,Give a kiss,NA
item_28,NA,phrases,NA,understands,תסתכל למעלה,NA,Look Up,NA
item_29,NA,phrases,NA,understands,תפתח פה,NA,Open your mouth,NA
item_473,NA,gestures,NA,no; yes,מושיט להראות,NA,Reaches out to show,NA
item_474,NA,gestures,NA,no; yes,מושיט לתת,NA,Reaches out to give,NA
item_475,NA,gestures,NA,no; yes,מצביע,NA,Points,NA
item_476,NA,gestures,NA,no; yes,מנופף,NA,Waving,NA
item_477,NA,gestures,NA,no; yes,מושיט ידיים,NA,Reached around,NA
item_478,NA,gestures,NA,no; yes,מזיז ראש לא,NA,Not moving head,NA
item_479,NA,gestures,NA,no; yes,מזיז ראש כן,NA,Also moving head,NA
item_480,NA,gestures,NA,no; yes,מקרב אצבע,NA,From finger,NA
item_481,NA,gestures,NA,no; yes,מבקש,NA,Asks,NA
item_482,NA,gestures,NA,no; yes,מהדק שפתיים,NA,Lip clamp,NA
item_483,NA,gestures,NA,no; yes,מושך כתפיים,NA,Shrugs,NA
item_484,NA,gestures,NA,no; yes,איפה,NA,Where,NA
item_485,NA,gestures,NA,no; yes,מניח ראש,NA,Suppose Head,NA
item_486,NA,gestures,NA,no; yes,נושף,NA,Blowing,NA
item_487,NA,gestures,NA,no; yes,מריח,NA,Smells,NA
item_488,NA,gestures_games,NA,no; yes,קוקו,NA,Coco,NA
item_489,NA,gestures_games,NA,no; yes,ידיים למעלה,NA,Hands up,NA
item_490,NA,gestures_games,NA,no; yes,דייסה,NA,Porridge,NA
item_491,NA,gestures_games,NA,no; yes,תופסת,NA,Catch,NA
item_492,NA,gestures_games,NA,no; yes,כדור,NA,Ball,NA
item_493,NA,gestures_games,NA,no; yes,קוביות,NA,Cubes,NA
item_494,NA,gestures_games,NA,no; yes,מגדל טבעות,NA,Tower of Rings,NA
item_495,NA,gestures_games,NA,no; yes,פאזל 3,NA,Puzzle 3,NA
item_496,NA,gestures_games,NA,no; yes,פאזל 5,NA,Puzzle 5,NA
item_497,NA,gestures_games,NA,no; yes,פאזל 10,NA,Puzzle 10,NA
item_498,NA,gestures_actions,NA,no; yes,לאכול,NA,Eat,NA
item_499,NA,gestures_actions,NA,no; yes,לשתות,NA,Drink,NA
item_501,NA,gestures_actions,NA,no; yes,לצחצח,NA,Brush,NA
item_502,NA,gestures_actions,NA,no; yes,לענוד,NA,Wear,NA
item_503,NA,gestures_actions,NA,no; yes,להצמיד טלפ,NA,A telephone pin,NA
item_504,NA,gestures_actions,NA,no; yes,להסיע,NA,Drive,NA
item_506,NA,gestures_actions,NA,no; yes,מפתח,NA,Key,NA
item_507,NA,gestures_actions,NA,no; yes,לדפוק,NA,Knock,NA
item_508,NA,gestures_actions,NA,no; yes,להקליד,NA,Type,NA
item_509,NA,gestures_actions,NA,no; yes,לדפדף,NA,Browse,NA
item_510,NA,gestures_actions,NA,no; yes,לנגן,NA,Play,NA
item_511,NA,gestures_actions,NA,no; yes,לנקות,NA,Clear,NA
item_512,NA,gestures_actions,NA,no; yes,לכתוב,NA,Write,NA
item_513,NA,gestures_actions,NA,no; yes,משקפיים,NA,Glasses,NA
item_514,NA,gestures_pretend,NA,no; yes,משכיב,NA,Putting,NA
item_515,NA,gestures_pretend,NA,no; yes,מכסה,NA,Cover,NA
item_516,NA,gestures_pretend,NA,no; yes,מאכיל בקבוק,NA,Feeding bottle,NA
item_517,NA,gestures_pretend,NA,no; yes,מאכיל כפית,NA,Feeding spoon,NA
item_518,NA,gestures_pretend,NA,no; yes,מסרק,NA,Comb,NA
item_519,NA,gestures_pretend,NA,no; yes,מלטף,NA,Stroke,NA
item_520,NA,gestures_pretend,NA,no; yes,דוחף עגלה,NA,Pushing a cart,NA
item_521,NA,gestures_pretend,NA,no; yes,מנדנד,NA,Rocks,NA
item_522,NA,gestures_pretend,NA,no; yes,מנשק,NA,Kissing,NA
item_523,NA,gestures_pretend,NA,no; yes,נועל,NA,Locks,NA
item_524,NA,gestures_pretend,NA,no; yes,מנגב,NA,Wipes,NA
item_525,NA,gestures_pretend,NA,no; yes,כועס,NA,Angry,NA
item_526,NA,gestures_pretend,NA,no; yes,מחתל,NA,Change diapers,NA
item_527,NA,gestures_pretend,NA,no; yes,מכין שתיה,NA,Drinking prepares,NA
item_528,NA,gestures_pretend,NA,no; yes,מוזג,NA,Bartender,NA
item_529,NA,gestures_pretend,NA,no; yes,מערבב,NA,Mixes,NA
item_530,NA,gestures_pretend,NA,no; yes,מכין,NA,Prepares,NA
item_531,NA,gestures_pretend,NA,no; yes,משכיב,NA,Putting,NA
item_532,NA,gestures_pretend,NA,no; yes,מסדר,NA,Order,NA
item_533,NA,gestures_pretend,NA,no; yes,מכניס,NA,Puts,NA
item_534,NA,gestures_pretend,NA,no; yes,מלביש,NA,Dressing,NA
item_536,NA,gestures_object,NA,no; yes,לנגוס,NA,Nibble,NA
item_537,NA,gestures_object,NA,no; yes,כובע,NA,Hat,NA
item_538,NA,gestures_object,NA,no; yes,טלפון,NA,Phone,NA
item_539,NA,gestures_object,NA,no; yes,הגה,NA,Steering,NA
item_540,NA,gestures_object,NA,no; yes,מטוס,NA,Plane,NA
item_541,NA,gestures_object,NA,no; yes,משקה,NA,Beverage,NA
item_542,NA,gestures_object,NA,no; yes,קניות,NA,Shopping,NA
item_543,NA,gestures_object,NA,no; yes,רופא,NA,Doctor,NA
