definition,aoa,category,lexical_category,lexical_class,uni_lemma
so,31.0036519670933,connecting_words,function_words,function_words,so
so big!,26.0244759749463,games_routines,other,other,so big
soap,21.9085265163203,household,nouns,nouns,soap
sock,20.1123944212046,clothing,nouns,nouns,sock
soda/pop,25.7932811284765,food_drink,nouns,nouns,soda
sofa,29.5221676675603,furniture_rooms,nouns,nouns,sofa
soft,25.4586528757523,descriptive_words,predicates,adjectives,soft
some,25.5848526453413,quantifiers,function_words,function_words,some
soup,24.2892547936642,food_drink,nouns,nouns,soup
spaghetti,23.6826452217146,food_drink,nouns,nouns,spaghetti
spill,25.7828236404038,action_words,predicates,verbs,spill
splash,24.7724260010534,action_words,predicates,verbs,splash
spoon,19.407397457068,household,nouns,nouns,spoon
sprinkler,28.0933733671933,outside,nouns,nouns,sprinkler
squirrel,24.3839404791965,animals,nouns,nouns,squirrel
stairs,24.4723362243666,furniture_rooms,nouns,nouns,stairs
stand,25.5687158795872,action_words,predicates,verbs,stand
star,21.8748382348797,outside,nouns,nouns,star
stay,25.6427836913284,action_words,predicates,verbs,stay
stick,23.7910793552705,outside,nouns,nouns,stick
sticky,25.5113884057839,descriptive_words,predicates,adjectives,sticky
stone,29.5851332992138,outside,nouns,nouns,stone
stop,22.0957794271566,action_words,predicates,verbs,stop
store,22.9955702678298,places,other,other,store
story,24.2314031979038,toys,nouns,nouns,story
stove,25.7593622257808,furniture_rooms,nouns,nouns,stove
strawberry,23.5175146556045,food_drink,nouns,nouns,strawberry
street,24.822852347269,outside,nouns,nouns,street
stroller,24.9794187547431,vehicles,nouns,nouns,stroller
stuck,25.0561732055292,descriptive_words,predicates,adjectives,stuck
sun,22.3749473121158,outside,nouns,nouns,sun
sweater,23.7118480385715,clothing,nouns,nouns,sweater
sweep,25.6467010380154,action_words,predicates,verbs,sweep
swim,23.8880824652976,action_words,predicates,verbs,swim
swing (action),22.4747351241444,action_words,predicates,verbs,swing (action)
swing (object),21.2895422838495,outside,nouns,nouns,swing (object)
table,22.9606531065004,furniture_rooms,nouns,nouns,table
take,26.084447448484,action_words,predicates,verbs,take
talk,25.4171642054951,action_words,predicates,verbs,talk
tape,25.3815980396483,household,nouns,nouns,tape
taste,27.0310902582089,action_words,predicates,verbs,taste
teacher,27.6869542438286,people,other,other,teacher
tear,28.9206992462874,action_words,predicates,verbs,tear
teddybear,22.7635364457267,animals,nouns,nouns,teddybear
telephone,20.6330950834208,household,nouns,nouns,telephone
thank you,17.6450109511431,games_routines,other,other,thank you
that,23.3797445007069,pronouns,function_words,function_words,that
the,26.8749132841897,quantifiers,function_words,function_words,the
their,31.0832875674426,pronouns,function_words,function_words,their
them,30.207862535893,pronouns,function_words,function_words,them
then,30.635095385029,connecting_words,function_words,function_words,then
there,25.0925477081207,locations,function_words,function_words,there
these,28.0922436776696,pronouns,function_words,function_words,these
they,29.7402085289727,pronouns,function_words,function_words,they
think,29.4747587758262,action_words,predicates,verbs,think
thirsty,25.1639649341863,descriptive_words,predicates,adjectives,thirsty
this,24.3427558027977,pronouns,function_words,function_words,this
this little piggy,26.1338384034742,games_routines,other,other,this little piggy
those,29.6217603367023,pronouns,function_words,function_words,those
throw,23.8130492746358,action_words,predicates,verbs,throw
tickle,22.8181659656066,action_words,predicates,verbs,tickle
tiger,23.2885840270507,animals,nouns,nouns,tiger
tights,30.6692814741755,clothing,nouns,nouns,tights
time,30.0421266247077,time_words,other,other,time
tiny,29.779340806005,descriptive_words,predicates,adjectives,tiny
tired,25.1974423333917,descriptive_words,predicates,adjectives,tired
tissue/kleenex,24.132800031506,household,nouns,nouns,tissue
to,26.7545892075273,locations,function_words,function_words,to
toast,22.885363093269,food_drink,nouns,nouns,toast
today,28.2283557313257,time_words,other,other,today
toe,20.4132784210814,body_parts,nouns,nouns,toe
tomorrow,28.1748909534894,time_words,other,other,tomorrow
tongue,22.6337334015713,body_parts,nouns,nouns,tongue
tonight,29.8848528191447,time_words,other,other,tonight
too,25.1532096915143,quantifiers,function_words,function_words,too
tooth,21.4336230290488,body_parts,nouns,nouns,tooth
toothbrush,21.0484419744435,household,nouns,nouns,toothbrush
touch,25.2499769615734,action_words,predicates,verbs,touch
towel,22.5200274211855,household,nouns,nouns,towel
toy (object),21.0607764911945,toys,nouns,nouns,toy (object)
tractor,24.6673436780118,vehicles,nouns,nouns,tractor
train,20.4698208084976,vehicles,nouns,nouns,train
trash,23.8317080054698,household,nouns,nouns,trash
tray,31.0644301216927,household,nouns,nouns,tray
tree,19.6921569868609,outside,nouns,nouns,tree
tricycle,28.2089509849741,vehicles,nouns,nouns,tricycle
truck,18.6335979660768,vehicles,nouns,nouns,truck
try/try to,27.7470049101406,helping_verbs,function_words,function_words,try
tummy,20.9772251845766,body_parts,nouns,nouns,tummy
tuna,29.1801035368568,food_drink,nouns,nouns,tuna
turkey,25.8403822228421,animals,nouns,nouns,turkey
turn around,25.4660160467897,games_routines,other,other,turn around
turtle,22.1582887383365,animals,nouns,nouns,turtle
tv,21.0925698326558,furniture_rooms,nouns,nouns,tv
uh oh,8.97091717938269,sounds,other,other,uh oh
uncle,25.3519827733423,people,other,other,uncle
under,25.9128187204192,locations,function_words,function_words,under
underpants,26.950739120702,clothing,nouns,nouns,underpants
up,18.5070890973424,locations,function_words,function_words,up
us,30.9543303296977,pronouns,function_words,function_words,us
vacuum,23.9812634699302,household,nouns,nouns,vacuum
vagina*,30.724807557545,body_parts,nouns,nouns,vagina
vanilla,30.179024153126,food_drink,nouns,nouns,vanilla
vitamins,26.563481531194,food_drink,nouns,nouns,vitamins
vroom,15.9219354580706,sounds,other,other,vroom
wait,25.6530516803117,action_words,predicates,verbs,wait
wake,25.9624035569627,action_words,predicates,verbs,wake
walk,21.9966902418834,action_words,predicates,verbs,walk
walker,32.6141276535692,household,nouns,nouns,walker
wanna/want to,24.3811526188123,helping_verbs,function_words,function_words,wanna
was,30.0002122605934,helping_verbs,function_words,function_words,was
wash,22.9706153813916,action_words,predicates,verbs,wash
washing machine,26.6119095191047,furniture_rooms,nouns,nouns,washing machine
watch (action),25.177157672123,action_words,predicates,verbs,watch (action)
watch (object),23.8144515910062,household,nouns,nouns,watch (object)
water (beverage),18.630500722213,food_drink,nouns,nouns,water (beverage)
water (not beverage),19.1372903936498,outside,nouns,nouns,water (not beverage)
we,28.9691710391165,pronouns,function_words,function_words,we
were,31.6141582391729,helping_verbs,function_words,function_words,were
wet,21.8416456486111,descriptive_words,predicates,adjectives,wet
what,23.3269252600368,question_words,function_words,function_words,what
when,30.1546626396069,question_words,function_words,function_words,when (question)
where,24.8226431774779,question_words,function_words,function_words,where (question)
which,32.0981049981739,question_words,function_words,function_words,which (question)
white,26.2038661445785,descriptive_words,predicates,adjectives,white
who,27.35547142998,question_words,function_words,function_words,who
why,27.1955271037823,question_words,function_words,function_words,why
will,29.6683800253542,helping_verbs,function_words,function_words,will
wind,25.3032140330078,outside,nouns,nouns,wind
window,24.5088272370789,furniture_rooms,nouns,nouns,window
windy,26.5744392406797,descriptive_words,predicates,adjectives,windy
wipe,25.111851634454,action_words,predicates,verbs,wipe
wish,31.2596058711372,action_words,predicates,verbs,wish
with,27.0241177313345,locations,function_words,function_words,with
wolf,27.6738291509801,animals,nouns,nouns,wolf
woods,31.3333334717857,places,other,other,woods
woof woof,13.5531879374727,sounds,other,other,woof woof
work (action),24.1718370852475,action_words,predicates,verbs,work (action)
work (place),23.3000978406877,places,other,other,work (place)
would,32.6643157669589,helping_verbs,function_words,function_words,would
write,26.3279198666055,action_words,predicates,verbs,write
yard,26.8252473719761,places,other,other,yard
yellow,23.5287514998032,descriptive_words,predicates,adjectives,yellow
yes,17.7920288217769,games_routines,other,other,yes
yesterday,30.9079352242713,time_words,other,other,yesterday
yogurt,22.877439248683,food_drink,nouns,nouns,yogurt
you,23.5046164677186,pronouns,function_words,function_words,you
your,28.438041502316,pronouns,function_words,function_words,your
yourself,32.0259904687498,pronouns,function_words,function_words,yourself
yucky,21.5481031732065,descriptive_words,predicates,adjectives,yucky
yum yum,14.2711507495449,sounds,other,other,yum yum
zebra,24.4085912871322,animals,nouns,nouns,zebra
zipper,24.0485692690881,clothing,nouns,nouns,zipper
zoo,25.0580348404103,places,other,other,zoo
NA,41.7584200140336,NA,NA,NA,NA
