itemID,item,type,CategoryName,translated_category,definition,gloss,uni_lemma
item_338,p1_c11_i15,word,11. מקומות,places,פיקניק,,
item_339,p1_c11_i16,word,11. מקומות,places,רפת,,
item_340,p1_c11_i17,word,11. מקומות,places,תחנת אוטובוס,,
item_341,p1_c11_i18,word,11. מקומות,places,תחנת דלק,,
item_342,p1_c12_i01,word,12. אנשים,people,אח/ אחות,,
item_343,p1_c12_i02,word,12. אנשים,people,איש/ אנשים,,
item_344,p1_c12_i03,word,12. אנשים,people,גננת/ מורה,,
item_345,p1_c12_i04,word,12. אנשים,people,דוד/ דודה,,
item_346,p1_c12_i05,word,12. אנשים,people,דוור,,
item_347,p1_c12_i06,word,12. אנשים,people,חבר/ חברה,,
item_348,p1_c12_i07,word,12. אנשים,people,ילד/ ילדה,,
item_349,p1_c12_i08,word,12. אנשים,people,כבאי,,
item_350,p1_c12_i09,word,12. אנשים,people,מטפלת,,
item_351,p1_c12_i10,word,12. אנשים,people,סבא,,
item_352,p1_c12_i11,word,12. אנשים,people,סבתא,,
item_353,p1_c12_i12,word,12. אנשים,people,רופא,,
item_354,p1_c12_i13,word,12. אנשים,people,שכן/ שכנה,,
item_355,p1_c12_i14,word,12. אנשים,people,שוטר,,
item_356,p1_c12_i15,word,12. אנשים,people,שמרטף/ בייביסיטר,,
item_357,p1_c12_i16,word,12. אנשים,people,תינוק/ תינוקת,,
item_358,p1_c13_i01,word,13. מצבים ואירועים,games_routines,אין,,
item_359,p1_c13_i02,word,13. מצבים ואירועים,games_routines,אני רוצה,,
item_360,p1_c13_i03,word,13. מצבים ואירועים,games_routines,אפשר/ מותר,,
item_361,p1_c13_i04,word,13. מצבים ואירועים,games_routines,בבקשה,,
item_362,p1_c13_i05,word,13. מצבים ואירועים,games_routines,ביי/ להתראות,,
item_363,p1_c13_i06,word,13. מצבים ואירועים,games_routines,בוקר טוב,,
item_364,p1_c13_i07,word,13. מצבים ואירועים,games_routines,די,,
item_365,p1_c13_i08,word,13. מצבים ואירועים,games_routines,היי/ שלום/ אהלן,,
item_366,p1_c13_i09,word,13. מצבים ואירועים,games_routines,יכול,,
item_367,p1_c13_i10,word,13. מצבים ואירועים,games_routines,כואב לי/ כואב לך,,
item_368,p1_c13_i11,word,13. מצבים ואירועים,games_routines,כועס/ כועסת,,
item_369,p1_c13_i12,word,13. מצבים ואירועים,games_routines,כיף/ תן כפה,,
item_370,p1_c13_i13,word,13. מצבים ואירועים,games_routines,כן,,
item_371,p1_c13_i14,word,13. מצבים ואירועים,games_routines,לא,,
item_372,p1_c13_i15,word,13. מצבים ואירועים,games_routines,לדבר בטלפון,,
item_373,p1_c13_i16,word,13. מצבים ואירועים,games_routines,לילה טוב,,
item_374,p1_c13_i17,word,13. מצבים ואירועים,games_routines,ללכת לאכול,,
item_375,p1_c13_i18,word,13. מצבים ואירועים,games_routines,ללכת לטייל,,
item_376,p1_c13_i19,word,13. מצבים ואירועים,games_routines,ללכת לישון,,
item_377,p1_c13_i20,word,13. מצבים ואירועים,games_routines,לעשות אמבטיה,,
item_378,p1_c13_i21,word,13. מצבים ואירועים,games_routines,לעשות כאילו,,
item_379,p1_c13_i22,word,13. מצבים ואירועים,games_routines,לעשות פיפי בסיר,,
item_380,p1_c13_i23,word,13. מצבים ואירועים,games_routines,"לשחק ב""קוקו""",,
item_381,p1_c13_i24,word,13. מצבים ואירועים,games_routines,לשחק תופסת,,
item_382,p1_c13_i25,word,13. מצבים ואירועים,games_routines,מחא כפיים,,
item_383,p1_c13_i26,word,13. מצבים ואירועים,games_routines,עוד,,
item_384,p1_c13_i27,word,13. מצבים ואירועים,games_routines,עשר אצבעות לי יש,,
item_385,p1_c13_i28,word,13. מצבים ואירועים,games_routines,צריך,,
item_386,p1_c13_i29,word,13. מצבים ואירועים,games_routines,תודה,,
item_387,p1_c13_i30,word,13. מצבים ואירועים,games_routines,תן לי,,
item_388,p1_c14_i01,word,14. מילות פעולה,action_words,לאהוב,,
item_389,p1_c14_i02,word,14. מילות פעולה,action_words,לאכול,,
item_390,p1_c14_i03,word,14. מילות פעולה,action_words,לבחור,,
item_391,p1_c14_i04,word,14. מילות פעולה,action_words,לבכות,,
item_392,p1_c14_i05,word,14. מילות פעולה,action_words,לבנות,,
item_393,p1_c14_i06,word,14. מילות פעולה,action_words,לבעוט,,
item_394,p1_c14_i07,word,14. מילות פעולה,action_words,לברך,,
item_395,p1_c14_i08,word,14. מילות פעולה,action_words,לגזור,,
item_396,p1_c14_i09,word,14. מילות פעולה,action_words,לגמור,,
item_397,p1_c14_i10,word,14. מילות פעולה,action_words,לגעת,,
item_398,p1_c14_i11,word,14. מילות פעולה,action_words,לדבר,,
item_399,p1_c14_i12,word,14. מילות פעולה,action_words,לדגדג,,
item_400,p1_c14_i13,word,14. מילות פעולה,action_words,לדחוף,,
item_401,p1_c14_i14,word,14. מילות פעולה,action_words,להאכיל,,
item_402,p1_c14_i15,word,14. מילות פעולה,action_words,להביא,,
item_403,p1_c14_i16,word,14. מילות פעולה,action_words,להבריש,,
item_404,p1_c14_i17,word,14. מילות פעולה,action_words,להגיד,,
item_405,p1_c14_i18,word,14. מילות פעולה,action_words,להדליק,,
item_406,p1_c14_i19,word,14. מילות פעולה,action_words,להוריד,,
item_407,p1_c14_i20,word,14. מילות פעולה,action_words,להחביא,,
item_408,p1_c14_i21,word,14. מילות פעולה,action_words,להחזיק,,
item_409,p1_c14_i22,word,14. מילות פעולה,action_words,להחליף,,
item_410,p1_c14_i23,word,14. מילות פעולה,action_words,להכות/ להרביץ,,
item_411,p1_c14_i24,word,14. מילות פעולה,action_words,להסתובב,,
item_412,p1_c14_i25,word,14. מילות פעולה,action_words,להסתכל,,
item_413,p1_c14_i26,word,14. מילות פעולה,action_words,להעיר,,
item_414,p1_c14_i27,word,14. מילות פעולה,action_words,להפיל,,
item_415,p1_c14_i28,word,14. מילות פעולה,action_words,להקשיב,,
item_416,p1_c14_i29,word,14. מילות פעולה,action_words,להשאר,,
item_417,p1_c14_i30,word,14. מילות פעולה,action_words,להתאים,,
item_418,p1_c14_i31,word,14. מילות פעולה,action_words,להתחבא,,
item_419,p1_c14_i32,word,14. מילות פעולה,action_words,להתיז/ להשפריץ,,
item_420,p1_c14_i33,word,14. מילות פעולה,action_words,להתנדנד,,
item_421,p1_c14_i34,word,14. מילות פעולה,action_words,לזרוק,,
item_422,p1_c14_i35,word,14. מילות פעולה,action_words,לחבב,,
item_423,p1_c14_i36,word,14. מילות פעולה,action_words,לחבק,,
item_424,p1_c14_i37,word,14. מילות פעולה,action_words,לחייך,,
item_425,p1_c14_i38,word,14. מילות פעולה,action_words,לחכות,,
item_426,p1_c14_i39,word,14. מילות פעולה,action_words,לחפש,,
item_427,p1_c14_i40,word,14. מילות פעולה,action_words,לחתוך,,
item_428,p1_c14_i41,word,14. מילות פעולה,action_words,לטאטא,,
item_429,p1_c14_i42,word,14. מילות פעולה,action_words,לטעום,,
item_430,p1_c14_i43,word,14. מילות פעולה,action_words,לטפס,,
item_431,p1_c14_i44,word,14. מילות פעולה,action_words,ליבש,,
item_432,p1_c14_i45,word,14. מילות פעולה,action_words,ליפול,,
item_433,p1_c14_i46,word,14. מילות פעולה,action_words,לכבות,,
item_434,p1_c14_i47,word,14. מילות פעולה,action_words,לכסות,,
item_435,p1_c14_i48,word,14. מילות פעולה,action_words,לכתוב,,
item_436,p1_c14_i49,word,14. מילות פעולה,action_words,ללכת,,
item_437,p1_c14_i50,word,14. מילות פעולה,action_words,ללקק,,
item_438,p1_c14_i51,word,14. מילות פעולה,action_words,למהר,,
item_439,p1_c14_i52,word,14. מילות פעולה,action_words,למזוג,,
item_440,p1_c14_i53,word,14. מילות פעולה,action_words,למצוא,,
item_441,p1_c14_i54,word,14. מילות פעולה,action_words,למשוך,,
item_442,p1_c14_i55,word,14. מילות פעולה,action_words,לנגב,,
item_443,p1_c14_i56,word,14. מילות פעולה,action_words,לנהוג,,
item_444,p1_c14_i57,word,14. מילות פעולה,action_words,לנוח,,
item_445,p1_c14_i58,word,14. מילות פעולה,action_words,לנעול,,
item_446,p1_c14_i59,word,14. מילות פעולה,action_words,לנקות,,
item_447,p1_c14_i60,word,14. מילות פעולה,action_words,לנשוך,,
item_448,p1_c14_i61,word,14. מילות פעולה,action_words,לנשוף,,
item_449,p1_c14_i62,word,14. מילות פעולה,action_words,לנשק,,
item_450,p1_c14_i63,word,14. מילות פעולה,action_words,לסגור,,
item_451,p1_c14_i64,word,14. מילות פעולה,action_words,לסרק,,
item_452,p1_c14_i65,word,14. מילות פעולה,action_words,לספר (סיפור),,
item_453,p1_c14_i66,word,14. מילות פעולה,action_words,לסתום,,
item_454,p1_c14_i67,word,14. מילות פעולה,action_words,לעבוד,,
item_455,p1_c14_i68,word,14. מילות פעולה,action_words,לעזור,,
item_456,p1_c14_i69,word,14. מילות פעולה,action_words,לעמוד,,
item_457,p1_c14_i70,word,14. מילות פעולה,action_words,לעצור,,
item_458,p1_c14_i71,word,14. מילות פעולה,action_words,לעשות,,
item_459,p1_c14_i72,word,14. מילות פעולה,action_words,לפתוח,,
item_460,p1_c14_i73,word,14. מילות פעולה,action_words,לצאת,,
item_461,p1_c14_i74,word,14. מילות פעולה,action_words,לצבוע,,
item_462,p1_c14_i75,word,14. מילות פעולה,action_words,לצייר,,
item_463,p1_c14_i76,word,14. מילות פעולה,action_words,לקום,,
item_464,p1_c14_i77,word,14. מילות פעולה,action_words,לקחת,,
item_465,p1_c14_i78,word,14. מילות פעולה,action_words,לקנות,,
item_466,p1_c14_i79,word,14. מילות פעולה,action_words,לקפוץ,,
item_467,p1_c14_i80,word,14. מילות פעולה,action_words,לקרוא,,
item_468,p1_c14_i81,word,14. מילות פעולה,action_words,לקרוע,,
item_469,p1_c14_i82,word,14. מילות פעולה,action_words,לראות/ להראות,,
item_470,p1_c14_i83,word,14. מילות פעולה,action_words,לרדוף,,
item_471,p1_c14_i84,word,14. מילות פעולה,action_words,לרדת,,
item_472,p1_c14_i85,word,14. מילות פעולה,action_words,לרוץ,,
item_473,p1_c14_i86,word,14. מילות פעולה,action_words,לרחוץ/ לשטוף,,
item_474,p1_c14_i87,word,14. מילות פעולה,action_words,לרכב,,
item_475,p1_c14_i88,word,14. מילות פעולה,action_words,לרקוד,,
item_476,p1_c14_i89,word,14. מילות פעולה,action_words,לשבור,,
item_477,p1_c14_i90,word,14. מילות פעולה,action_words,לשבת,,
item_478,p1_c14_i91,word,14. מילות פעולה,action_words,לשחות,,
item_479,p1_c14_i92,word,14. מילות פעולה,action_words,לשחק,,
item_480,p1_c14_i93,word,14. מילות פעולה,action_words,לשים,,
item_481,p1_c14_i94,word,14. מילות פעולה,action_words,לשיר,,
item_482,p1_c14_i95,word,14. מילות פעולה,action_words,לשמוע,,
item_483,p1_c14_i96,word,14. מילות פעולה,action_words,לשמור,,
item_484,p1_c14_i97,word,14. מילות פעולה,action_words,לשנוא,,
item_485,p1_c14_i98,word,14. מילות פעולה,action_words,לשפוך,,
item_486,p1_c14_i99,word,14. מילות פעולה,action_words,לשתות,,
item_487,p1_c14_i100,word,14. מילות פעולה,action_words,לתפוס,,
item_488,p1_c14_i101,word,14. מילות פעולה,action_words,לתקן,,
item_489,p1_c14_i102,word,14. מילות פעולה,action_words,לתת,,
item_490,p1_c15_i01,word,15. מילות תאור,descriptive_words,אחרון,,
item_491,p1_c15_i02,word,15. מילות תאור,descriptive_words,ארוך,,
item_492,p1_c15_i03,word,15. מילות תאור,descriptive_words,גבוה,,
item_493,p1_c15_i04,word,15. מילות תאור,descriptive_words,גדול,,
item_494,p1_c15_i05,word,15. מילות תאור,descriptive_words,זהיר,,
item_495,p1_c15_i06,word,15. מילות תאור,descriptive_words,זקן,,
item_496,p1_c15_i07,word,15. מילות תאור,descriptive_words,חדש,,
item_497,p1_c15_i08,word,15. מילות תאור,descriptive_words,חולה,,
item_498,p1_c15_i09,word,15. מילות תאור,descriptive_words,חושך,,
item_499,p1_c15_i10,word,15. מילות תאור,descriptive_words,חזק,,
item_500,p1_c15_i11,word,15. מילות תאור,descriptive_words,חכם,,
item_501,p1_c15_i12,word,15. מילות תאור,descriptive_words,חם,,
item_502,p1_c15_i13,word,15. מילות תאור,descriptive_words,חמוד,,
item_503,p1_c15_i14,word,15. מילות תאור,descriptive_words,טוב,,
item_504,p1_c15_i15,word,15. מילות תאור,descriptive_words,טעים,,
item_505,p1_c15_i16,word,15. מילות תאור,descriptive_words,יבש,,
item_506,p1_c15_i17,word,15. מילות תאור,descriptive_words,יפה,,
item_507,p1_c15_i18,word,15. מילות תאור,descriptive_words,ישן,,
item_508,p1_c15_i19,word,15. מילות תאור,descriptive_words,כבד,,
item_509,p1_c15_i20,word,15. מילות תאור,descriptive_words,מגעיל,,
item_510,p1_c15_i21,word,15. מילות תאור,descriptive_words,מהר,,
item_511,p1_c15_i22,word,15. מילות תאור,descriptive_words,מכוער,,
item_512,p1_c15_i23,word,15. מילות תאור,descriptive_words,מלא,,
item_513,p1_c15_i24,word,15. מילות תאור,descriptive_words,מלוח,,
item_514,p1_c15_i25,word,15. מילות תאור,descriptive_words,מלוכלך,,
item_515,p1_c15_i26,word,15. מילות תאור,descriptive_words,מצויין,,
item_516,p1_c15_i27,word,15. מילות תאור,descriptive_words,מקולקל,,
item_517,p1_c15_i28,word,15. מילות תאור,descriptive_words,מתוק,,
item_518,p1_c15_i29,word,15. מילות תאור,descriptive_words,נחמד,,
item_519,p1_c15_i30,word,15. מילות תאור,descriptive_words,נמוך,,
item_520,p1_c15_i31,word,15. מילות תאור,descriptive_words,נקי,,
item_521,p1_c15_i32,word,15. מילות תאור,descriptive_words,עייף,,
item_522,p1_c15_i33,word,15. מילות תאור,descriptive_words,עצוב,,
item_523,p1_c15_i34,word,15. מילות תאור,descriptive_words,צמא,,
item_524,p1_c15_i35,word,15. מילות תאור,descriptive_words,קטן,,
item_525,p1_c15_i36,word,15. מילות תאור,descriptive_words,קצר,,
item_526,p1_c15_i37,word,15. מילות תאור,descriptive_words,קר,,
item_527,p1_c15_i38,word,15. מילות תאור,descriptive_words,קשה,,
item_528,p1_c15_i39,word,15. מילות תאור,descriptive_words,רזה,,
item_529,p1_c15_i40,word,15. מילות תאור,descriptive_words,רטוב,,
item_530,p1_c15_i41,word,15. מילות תאור,descriptive_words,ריק,,
item_531,p1_c15_i42,word,15. מילות תאור,descriptive_words,רך,,
item_532,p1_c15_i43,word,15. מילות תאור,descriptive_words,רע,,
item_533,p1_c15_i44,word,15. מילות תאור,descriptive_words,רעב,,
item_534,p1_c15_i45,word,15. מילות תאור,descriptive_words,שבור,,
item_535,p1_c15_i46,word,15. מילות תאור,descriptive_words,שובב,,
item_536,p1_c15_i47,word,15. מילות תאור,descriptive_words,שמח,,
item_537,p1_c15_i48,word,15. מילות תאור,descriptive_words,שמן,,
item_538,p1_c15_i49,word,15. מילות תאור,descriptive_words,שקט,,
item_539,p1_c16_i01,word,16. מילים הקשורות לזמן,time_words,אחרי,,
item_540,p1_c16_i02,word,16. מילים הקשורות לזמן,time_words,אחר כך,,
item_541,p1_c16_i03,word,16. מילים הקשורות לזמן,time_words,אתמול,,
item_542,p1_c16_i04,word,16. מילים הקשורות לזמן,time_words,בוקר,,
item_543,p1_c16_i05,word,16. מילים הקשורות לזמן,time_words,היה,,
item_544,p1_c16_i06,word,16. מילים הקשורות לזמן,time_words,היום,,
item_545,p1_c16_i07,word,16. מילים הקשורות לזמן,time_words,לילה,,
item_546,p1_c16_i08,word,16. מילים הקשורות לזמן,time_words,לפני,,
item_547,p1_c16_i09,word,16. מילים הקשורות לזמן,time_words,מחר,,
item_548,p1_c16_i10,word,16. מילים הקשורות לזמן,time_words,עכשיו,,
item_549,p1_c16_i11,word,16. מילים הקשורות לזמן,time_words,פעם,,
item_550,p1_c16_i12,word,16. מילים הקשורות לזמן,time_words,צהריים,,
item_551,p1_c16_i13,word,16. מילים הקשורות לזמן,time_words,רגע,,
item_552,p1_c16_i14,word,16. מילים הקשורות לזמן,time_words,שבת,,
item_553,p1_c17_i01,word,17. כינויים,pronouns,אותי,,
item_554,p1_c17_i02,word,17. כינויים,pronouns,אלה,,
item_555,p1_c17_i03,word,17. כינויים,pronouns,אנחנו,,
item_556,p1_c17_i04,word,17. כינויים,pronouns,אני,,
item_557,p1_c17_i05,word,17. כינויים,pronouns,אתה/ את,,
item_558,p1_c17_i06,word,17. כינויים,pronouns,הוא/ היא,,
item_559,p1_c17_i07,word,17. כינויים,pronouns,הם,,
item_560,p1_c17_i08,word,17. כינויים,pronouns,הנה,,
item_561,p1_c17_i09,word,17. כינויים,pronouns,זה,,
item_562,p1_c17_i10,word,17. כינויים,pronouns,שלי,,
item_563,p1_c17_i11,word,17. כינויים,pronouns,שלך,,
item_564,p1_c17_i12,word,17. כינויים,pronouns,שלנו,,
item_565,p1_c18_i01,word,18. מילות שאלה,question_words,איזה,,
item_566,p1_c18_i02,word,18. מילות שאלה,question_words,איך,,
item_567,p1_c18_i03,word,18. מילות שאלה,question_words,איפה,,
item_568,p1_c18_i04,word,18. מילות שאלה,question_words,כמה,,
item_569,p1_c18_i05,word,18. מילות שאלה,question_words,למה,,
item_570,p1_c18_i06,word,18. מילות שאלה,question_words,מה,,
item_571,p1_c18_i07,word,18. מילות שאלה,question_words,מה זה,,
item_572,p1_c18_i08,word,18. מילות שאלה,question_words,מי,,
item_573,p1_c18_i09,word,18. מילות שאלה,question_words,מי זה,,
item_574,p1_c18_i10,word,18. מילות שאלה,question_words,מתי,,
item_575,p1_c19_i01,word,19. מילות יחס/ מקום,locations,מאחורי,,
item_576,p1_c19_i02,word,19. מילות יחס/ מקום,locations,בין,,
item_577,p1_c19_i03,word,19. מילות יחס/ מקום,locations,בפנים/ בתוך,,
item_578,p1_c19_i04,word,19. מילות יחס/ מקום,locations,כאן/ פה,,
item_579,p1_c19_i05,word,19. מילות יחס/ מקום,locations,ליד/ על יד,,
item_580,p1_c19_i06,word,19. מילות יחס/ מקום,locations,למטה,,
item_581,p1_c19_i07,word,19. מילות יחס/ מקום,locations,למעלה,,
item_582,p1_c19_i08,word,19. מילות יחס/ מקום,locations,מעל,,
item_583,p1_c19_i09,word,19. מילות יחס/ מקום,locations,מתחת,,
item_584,p1_c19_i10,word,19. מילות יחס/ מקום,locations,על,,
item_585,p1_c19_i11,word,19. מילות יחס/ מקום,locations,עם,,
item_586,p1_c19_i12,word,19. מילות יחס/ מקום,locations,רחוק,,
item_587,p1_c19_i13,word,19. מילות יחס/ מקום,locations,שם,,
item_588,p1_c20_i01,word,20. כמויות,quantifiers,אחד,,
item_589,p1_c20_i02,word,20. כמויות,quantifiers,אף אחד,,
item_590,p1_c20_i03,word,20. כמויות,quantifiers,גם,,
item_591,p1_c20_i04,word,20. כמויות,quantifiers,הכל,,
item_592,p1_c20_i05,word,20. כמויות,quantifiers,המון,,
item_593,p1_c20_i06,word,20. כמויות,quantifiers,הרבה,,
item_594,p1_c20_i07,word,20. כמויות,quantifiers,כל,,
item_595,p1_c20_i08,word,20. כמויות,quantifiers,כלום,,
item_596,p1_c20_i09,word,20. כמויות,quantifiers,מעט/ קצת,,
item_597,p1_c20_i10,word,20. כמויות,quantifiers,עוד,,
item_598,p2_c01_i01,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,משכיב בובה או דובי לישון,,
item_599,p2_c01_i02,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,מכסה בובה או דובי בשמיכה,,
item_600,p2_c01_i03,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,מאכיל בובה או דובי מבקבוק,,
item_601,p2_c01_i04,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,מאכיל בובה או דובי עם כפית,,
item_602,p2_c01_i05,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,מסרק את השיער של הבובה או הדובי,,
item_603,p2_c01_i06,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,מלטף או טופח על גב הבובה או הדובי,,
item_604,p2_c01_i07,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,דוחף בובה או דובי בעגלה,,
item_605,p2_c01_i08,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,מנדנד את הבובה או את הדובי,,
item_606,p2_c01_i09,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,מנשק או מחבק את הבובה או הדובי,,
item_607,p2_c01_i10,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,"מנסה לנעול נעל, לגרוב גרב או לחבוש כובע לבובה או ל...",,
item_608,p2_c01_i11,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,מנגב את הפנים או הידיים של הבובה או הדובי,,
item_609,p2_c01_i12,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,מנסה לחתל את הבובה או את הדובי,,
item_610,p2_c01_i13,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,מכין שתייה לבובה או לדובי,,
item_611,p2_c01_i14,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,מוזג נוזל דמיוני ממיכל אחד לאחר,,
item_612,p2_c01_i15,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,מערבב נוזל דמיוני בכוס או סיר עם כף,,
item_613,p2_c01_i16,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,"מכין משקה דמיוני, מוזג לכלי ונותן לבובה או לדובי ל...",,
item_614,p2_c01_i17,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,"משכיב בובה או דובי במיטה, מכסה את הבובה או הדובי ו...",,
item_615,p2_c01_i18,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,מסדר כלי אוכל ונותן לבובה או לדובי לאכול,,
item_616,p2_c01_i19,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,מכניס בובה קטנה למכונית ומסיע אותה,,
item_617,p2_c01_i20,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,"מלביש בובה או דובי, מכניס למכונית ומסיע לכיוון הבי...",,
item_618,p2_c01_i21,,"א. פעולות שקשורות למשחק כאילו ""אבא ואמא""",,מנסה לבדוק בובה או דובי עם כלי רופא מפלסטיק,,
item_619,p2_c02_i01,,ב. העמדת פנים עם חפצים,,"לוקח חפץ (למשל, כדור או קוביה) ומנסה לנגוס בו כאיל...",,
item_620,p2_c02_i02,,ב. העמדת פנים עם חפצים,,"לוקח מגבת, מכנסיים או חולצה ושם על הראש כאילו הם כ...",,
item_621,p2_c02_i03,,ב. העמדת פנים עם חפצים,,"לוקח קוביה, עט, או סתם מקל, שם על יד האוזן ומדבר כ...",,
item_622,p2_c02_i04,,ב. העמדת פנים עם חפצים,,מסובב הגה צעצוע או מכסה של סיר כדי להראות שהוא נוה...,,
item_623,p2_c02_i05,,ב. העמדת פנים עם חפצים,,מחזיק מטוס צעצוע או חפץ אחר ועושה כאילו הוא מטיס מ...,,
item_624,p2_c02_i06,,ב. העמדת פנים עם חפצים,,לוקח כלי ריק ללא מים ומראה כאילו הוא משקה עציצים,,
item_625,p2_c02_i07,,ב. העמדת פנים עם חפצים,,לוקח שקית ריקה ושם בה חפצים כאילו הוא קנה דברים בס...,,
item_626,p2_c02_i08,,ב. העמדת פנים עם חפצים,,לוקח חפץ אחר ומשתמש בו כאילו היה כלי בדיקה של רופא,,
item_627,p3_c01_i01,how_use_words,א. על מה הם מדברים?,,האם ילדך מבין אם מבקשים ממנו משהו שאינו בחדר? למשל...,,
item_628,p3_c01_i02,how_use_words,א. על מה הם מדברים?,,האם ילדך מרים או מצביע על חפצים ואומר את השם של בע...,,
item_629,p3_c01_i03,how_use_words,א. על מה הם מדברים?,,האם ילדך מדבר על אירועים או אנשים ששייכים לעבר? לד...,,
item_630,p3_c01_i04,how_use_words,א. על מה הם מדברים?,,האם ילדך מדבר על דברים העומדים לקרות בעתיד? לדוגמה...,,
item_631,p3_c03_i01,complexity,1. מה ילדך אומר כשהוא נופל?,,1. בום/ מכה/ נפל/ רצפה (שימוש במילה אחת)#newline#2...,,
item_632,p3_c04_i01,complexity,2. מה ילדך אומר כשהוא אינו רוצה לישון/ לאכול/ ללכת...,,1. לא/ די (שימוש במילה אחת)#newline#2. לא רוצה/ לא...,,
item_633,p3_c05_i01,complexity,3. מה ילדך אומר כשהוא רוצה לטייל?,,1. שם/ דלת/ החוצה/ לטייל (שימוש במילה אחת)#newline...,,
item_634,p3_c06_i01,complexity,4. מה ילדך אומר כשהוא רואה תמונה של הרבה כדורים?,,1. כדור/ עוד/ זה/ הרבה (שימוש במילה אחת)#newline#2...,,
item_635,p3_c07_i01,complexity,5. מה ילדך אומר כשהוא רוצה לקבל דובי גדול המונח על...,,1. זה/ את זה/ דובי (שימוש במילה אחת)#newline#2. תנ...,,
item_636,p3_c08_i01,complexity,6. מה ילדך אומר כשהוא רואה תמונה של ילדה אוכלת תפו...,,1. ילד/ ילדה/ אוכל/ אוכלת/ תפוח (שימוש במילה אחת)#...,,
item_637,p3_c09_i01,complexity,7. מה ילדך אומר כשהוא רואה ילד שהבלון עף לו מהיד?,,1. בלון/ עף/ למעלה/ אוי ואבוי (שימוש במילה אחת)#ne...,,
item_638,p3_c10_i01,complexity,8. מה ילדך אומר כשהוא מסיע מכונית צעצוע?,,1. אוטו/ לנסוע/ ברר ברר/ הן הן (שימוש במילה אחת)#n...,,
