itemID,item,type,category,choices,definition,complexity_category,gloss,uni_lemma
item_32,i_4_1,word,sounds,understands; produces,au,NA,sheep,ouch
item_414,i_22_13,word,locations,understands; produces,på,NA,on the,on
item_415,i_22_14,word,locations,understands; produces,under,NA,under,under
item_416,i_22_15,word,locations,understands; produces,ut,NA,out,out
item_417,i_22_16,word,locations,understands; produces,ute (location),NA,out,outside
item_418,i_23_1,word,quantifiers,understands; produces,alle,NA,all of them,all
item_419,i_23_2,word,quantifiers,understands; produces,en annen,NA,another one,another
item_420,i_23_3,word,quantifiers,understands; produces,ikke (amount),NA,do not,not
item_421,i_23_4,word,quantifiers,understands; produces,ingen,NA,no one,none
item_422,i_23_5,word,quantifiers,understands; produces,ingenting,NA,nothing,nothing
item_423,i_23_6,word,quantifiers,understands; produces,mer,NA,more,more
item_424,i_23_7,word,quantifiers,understands; produces,noe,NA,something,something
item_425,i_23_8,word,quantifiers,understands; produces,noen,NA,a few,any
item_426,i_23_9,word,quantifiers,understands; produces,samme,NA,same,same
item_1,i_1_1,first_signs,NA,yes; no,Reagerer når han/hun hører navnet sitt (ved f.eks. å snu seg mot den som snakker),NA,NA,NA
item_2,i_1_2,first_signs,NA,yes; no,"Reagerer på at noen sier ”nei, nei” (ved å stoppe aktiviteten – i alle fall et øyeblikk)",NA,NA,NA
item_3,i_1_3,first_signs,NA,yes; no,Reagerer når noen sier ”der er pappa/mamma” ved å se etter ham/henne.,NA,NA,NA
item_4,i_2_1,phrases,NA,understands,Er du sulten?,NA,Are you hungry?,NA
item_5,i_2_2,phrases,NA,understands,Er du trøtt?,NA,Are you tired?,NA
item_6,i_2_3,phrases,NA,understands,Det var flink jente/gutt,NA,It was a good girl / boy,NA
item_7,i_2_4,phrases,NA,understands,Gap opp,NA,Gap up,NA
item_8,i_2_5,phrases,NA,understands,Gi meg en klem,NA,Give me a hug,NA
item_9,i_2_6,phrases,NA,understands,Gi meg et kyss,NA,Give me a kiss,NA
item_10,i_2_7,phrases,NA,understands,Gå og hent ________,NA,Go get ________,NA
item_11,i_2_8,phrases,NA,understands,Ikke gjør det,NA,Do not do it,NA
item_12,i_2_9,phrases,NA,understands,Ikke rør,NA,do not touch,NA
item_13,i_2_10,phrases,NA,understands,Kast ballen,NA,Throw the ball,NA
item_14,i_2_11,phrases,NA,understands,Klapp med hendene dine,NA,Pat with your hands,NA
item_15,i_2_12,phrases,NA,understands,Kom hit,NA,get here,NA
item_16,i_2_13,phrases,NA,understands,La mamma få det,NA,Let mommy get it,NA
item_17,i_2_14,phrases,NA,understands,Nå sier vi ha det,NA,Now he says we can have it,NA
item_18,i_2_15,phrases,NA,understands,På tide å legge seg,NA,Time to lie,NA
item_19,i_2_16,phrases,NA,understands,Reis deg (opp),NA,Stand up (up),NA
item_20,i_2_17,phrases,NA,understands,Se her,NA,look here,NA
item_21,i_2_18,phrases,NA,understands,Sett deg (ned),NA,Sit (down),NA
item_22,i_2_19,phrases,NA,understands,Skal vi kjøre en tur?,NA,Shall we go for a ride?,NA
item_23,i_2_20,phrases,NA,understands,Slutt (opp),NA,Final (up),NA
item_24,i_2_21,phrases,NA,understands,Spytt ut,NA,spit it out,NA
item_25,i_2_22,phrases,NA,understands,Stå stille,NA,keep still,NA
item_26,i_2_23,phrases,NA,understands,Vil du ha mer?,NA,Want more?,NA
item_27,i_2_24,phrases,NA,understands,Vær forsiktig,NA,be careful,NA
item_28,i_2_25,phrases,NA,understands,Vær stille,NA,be quiet,NA
item_29,i_2_26,phrases,NA,understands,Skifte bleie,NA,Changing diaper,NA
item_30,i_3_1,starting_to_talk,NA,never; sometimes; often,Noen barn liker å etterlikne (imitere) det de nettopp har hørt (det kan være nye ord de holder på å lære og/eller deler av setninger som f. eks. at de sier ”jobb nå” etter at de har hørt at ”mamma skal gå på jobb nå”). Hvor ofte hermer barnet ditt etter ord?,NA,NA,NA
item_31,i_3_2,starting_to_talk,NA,never; sometimes; often,Noen barn liker å si navnet på ting de ser rundt seg. Det kan virke som om de er stolte over å vite hva tingene heter og at de liker å vise dette. Hvor ofte navngir barnet ditt ting det ser?,NA,NA,NA
item_427,i_24_1,gestures_first,NA,not yet; sometimes; often,Strekker armen for å vise noe i hånden?,NA,NA,NA
item_428,i_24_2,gestures_first,NA,not yet; sometimes; often,Rekker deg en leke hun/han holder?,NA,NA,NA
item_429,i_24_3,gestures_first,NA,not yet; sometimes; often,Peker på noe som fanger oppmerksomheten?,NA,NA,NA
item_430,i_24_4,gestures_first,NA,not yet; sometimes; often,Vinker ha det på egen hånd når noen drar?,NA,NA,NA
item_431,i_24_5,gestures_first,NA,not yet; sometimes; often,Strekker armene opp for å bli løftet?,NA,NA,NA
item_432,i_24_6,gestures_first,NA,not yet; sometimes; often,Rister på hodet for ”nei”?,NA,NA,NA
item_433,i_24_7,gestures_first,NA,not yet; sometimes; often,Nikker til ”ja?”,NA,NA,NA
item_434,i_24_8,gestures_first,NA,not yet; sometimes; often,Gestikulerer hysj ved fingeren mot munnen?,NA,NA,NA
item_435,i_24_9,gestures_first,NA,not yet; sometimes; often,Vil ha noe ved å strekke armen og åpne og lukke hånden?,NA,NA,NA
item_436,i_24_10,gestures_first,NA,not yet; sometimes; often,Sender slengkyss?,NA,NA,NA
item_437,i_24_11,gestures_first,NA,not yet; sometimes; often,Smatter med leppene - nam-nam- for å vise at noe smaker godt?,NA,NA,NA
item_438,i_24_12,gestures_first,NA,not yet; sometimes; often,Trekker på skuldrene for å vise at man ikke vet?,NA,NA,NA
item_439,i_25_1,gestures_games,NA,no; yes,Leker hvor er _____? Der er _____! (Gjemmer ansiktet bak hendene og tar hendene bort),NA,NA,NA
item_440,i_25_2,gestures_games,NA,no; yes,Leker ”bake kake søte” eller andre leker med hender og fingre.,NA,NA,NA
item_441,i_25_3,gestures_games,NA,no; yes,Leker hvor stor er du – sååååååå stor.,NA,NA,NA
item_442,i_25_4,gestures_games,NA,no; yes,Leker at man prøver å fange hverandre.,NA,NA,NA
item_443,i_25_5,gestures_games,NA,no; yes,Synger.,NA,NA,NA
item_444,i_25_6,gestures_games,NA,no; yes,Danser.,NA,NA,NA
item_445,i_26_1,gestures_objects,NA,no; yes,Spiser med skje eller gaffel.,NA,NA,NA
item_446,i_26_2,gestures_objects,NA,no; yes,Drikker fra en kopp.,NA,NA,NA
item_447,i_26_3,gestures_objects,NA,no; yes,Børster eller grer håret sitt selv.,NA,NA,NA
item_448,i_26_4,gestures_objects,NA,no; yes,Pusser tennene.,NA,NA,NA
item_449,i_26_5,gestures_objects,NA,no; yes,Vasker seg i ansiktet eller hendene med en klut.,NA,NA,NA
item_450,i_26_6,gestures_objects,NA,no; yes,Setter på seg lue/solhatt selv.,NA,NA,NA
item_451,i_26_7,gestures_objects,NA,no; yes,Tar på seg en sko eller sokk selv.,NA,NA,NA
item_452,i_26_8,gestures_objects,NA,no; yes,Tar på seg halsbånd eller andre pyntesaker selv.,NA,NA,NA
item_453,i_26_9,gestures_objects,NA,no; yes,Legger hodet på samlede hender og kniper øynene for å late som om hun/han sover.,NA,NA,NA
item_454,i_26_10,gestures_objects,NA,no; yes,Blåser for å vise at noe er varmt.,NA,NA,NA
item_455,i_26_11,gestures_objects,NA,no; yes,Holder et lekefly i hånda og later som om det flyr.,NA,NA,NA
item_456,i_26_12,gestures_objects,NA,no; yes,Tar telefonen til øret.,NA,NA,NA
item_457,i_26_13,gestures_objects,NA,no; yes,Lukter på blomstene.,NA,NA,NA
item_458,i_26_14,gestures_objects,NA,no; yes,Dytter lekebiler rundt på gulvet og later som om de kjører.,NA,NA,NA
item_459,i_26_15,gestures_objects,NA,no; yes,Kaster ball.,NA,NA,NA
item_460,i_26_16,gestures_objects,NA,no; yes,Later som om man heller noe flytende fra en beholder til en annen.,NA,NA,NA
item_461,i_26_17,gestures_objects,NA,no; yes,Later som om man rører med en skje i en gryte eller kopp.,NA,NA,NA
item_462,i_27_1,gestures_parent,NA,no; yes,Legger dem i senga for å sove.,NA,NA,NA
item_463,i_27_2,gestures_parent,NA,no; yes,Tar dyne over.,NA,NA,NA
item_464,i_27_3,gestures_parent,NA,no; yes,Mater med en flaske.,NA,NA,NA
item_465,i_27_4,gestures_parent,NA,no; yes,Mater med en skje.,NA,NA,NA
item_466,i_27_5,gestures_parent,NA,no; yes,Børster/grer håret.,NA,NA,NA
item_467,i_27_6,gestures_parent,NA,no; yes,Klapper barnet på ryggen for å få en rap.,NA,NA,NA
item_468,i_27_7,gestures_parent,NA,no; yes,Triller i vogn.,NA,NA,NA
item_469,i_27_8,gestures_parent,NA,no; yes,Vugger/rugger det i armene.,NA,NA,NA
item_470,i_27_9,gestures_parent,NA,no; yes,Kysser eller klemmer på det.,NA,NA,NA
item_471,i_27_10,gestures_parent,NA,no; yes,Prøver å kle på det.,NA,NA,NA
item_472,i_27_11,gestures_parent,NA,no; yes,Tørker det i ansiktet eller hendene.,NA,NA,NA
item_473,i_27_12,gestures_parent,NA,no; yes,Snakker til det.,NA,NA,NA
item_474,i_27_13,gestures_parent,NA,no; yes,Prøver å ta på bleie.,NA,NA,NA
item_475,i_28_1,gestures_adult,NA,no; yes,Feier med en kost.,NA,NA,NA
item_476,i_28_2,gestures_adult,NA,no; yes,Putter nøkkel i nøkkelhullet (eller i nærheten av det).,NA,NA,NA
item_477,i_28_3,gestures_adult,NA,no; yes,Banker med en hammer.,NA,NA,NA
item_478,i_28_4,gestures_adult,NA,no; yes,Prøver å sage.,NA,NA,NA
item_479,i_28_5,gestures_adult,NA,no; yes,Skriver på et tastatur.,NA,NA,NA
item_480,i_28_6,gestures_adult,NA,no; yes,Leser (åpner bøker og blar i sidene).,NA,NA,NA
item_481,i_28_7,gestures_adult,NA,no; yes,Støvsuger.,NA,NA,NA
item_482,i_28_8,gestures_adult,NA,no; yes,Vanner planter.,NA,NA,NA
item_483,i_28_9,gestures_adult,NA,no; yes,Spiller på musikkinstrumenter.,NA,NA,NA
item_484,i_28_10,gestures_adult,NA,no; yes,Kjører bil ved å styre med et ratt.,NA,NA,NA
item_485,i_28_11,gestures_adult,NA,no; yes,Vasker opp.,NA,NA,NA
item_486,i_28_12,gestures_adult,NA,no; yes,Gjør rent med klut eller tørker støv.,NA,NA,NA
item_487,i_28_13,gestures_adult,NA,no; yes,"Skriver/tegner med blyant, tusj eller fargestifter.",NA,NA,NA
item_488,i_28_14,gestures_adult,NA,no; yes,Graver med en spade (i sandkassen).,NA,NA,NA
item_489,i_28_15,gestures_adult,NA,no; yes,Tar på seg (sol)briller.,NA,NA,NA
